Hours,Hourly Data: euro/MWh
112.5,133.0800169756175
113.5,133.0800169756175
114.5,133.0800169756175
115.5,133.0800169756175
116.5,133.0800169756175
117.5,133.0800169756175
118.5,133.0800169756175
119.5,133.0800169756175
120.5,140.3761051048391
121.5,140.3761051048391
122.5,140.3761051048391
123.5,140.3761051048391
124.5,140.3761051048391
125.5,140.3761051048391
126.5,140.3761051048391
127.5,140.3761051048391
128.5,140.3761051048391
129.5,140.3761051048391
130.5,140.3761051048391
131.5,140.3761051048391
132.5,140.3761051048391
133.5,140.3761051048391
134.5,140.3761051048391
135.5,140.3761051048391
136.5,140.3761051048391
137.5,140.3761051048391
138.5,140.3761051048391
139.5,140.3761051048391
140.5,140.3761051048391
141.5,140.3761051048391
142.5,140.3761051048391
143.5,140.3761051048391
144.5,105.6450270906983
145.5,105.6450270906983
146.5,105.6450270906983
147.5,105.6450270906983
148.5,105.6450270906983
149.5,105.6450270906983
150.5,105.6450270906983
151.5,105.6450270906983
152.5,105.6450270906983
153.5,105.6450270906983
154.5,105.6450270906983
155.5,105.6450270906983
156.5,105.6450270906983
157.5,105.6450270906983
158.5,105.6450270906983
159.5,105.6450270906983
160.5,105.6450270906983
161.5,105.6450270906983
162.5,105.6450270906983
163.5,105.6450270906983
164.5,105.6450270906983
165.5,105.6450270906983
166.5,105.6450270906983
167.5,105.6450270906983
168.5,154.29968505298993
169.5,154.29968505298993
170.5,154.29968505298993
171.5,154.29968505298993
172.5,154.29968505298993
173.5,154.29968505298993
174.5,154.29968505298993
175.5,154.29968505298993
176.5,154.29968505298993
177.5,154.29968505298993
178.5,154.29968505298993
179.5,154.29968505298993
180.5,154.29968505298993
181.5,154.29968505298993
182.5,154.29968505298993
183.5,154.29968505298993
184.5,154.29968505298993
185.5,154.29968505298993
186.5,154.29968505298993
187.5,154.29968505298993
188.5,154.29968505298993
189.5,154.29968505298993
190.5,154.29968505298993
191.5,154.29968505298993
192.5,143.02807960773075
193.5,143.02807960773075
194.5,143.02807960773075
195.5,143.02807960773075
196.5,143.02807960773075
197.5,143.02807960773075
198.5,143.02807960773075
199.5,143.02807960773075
200.5,143.02807960773075
201.5,143.02807960773075
202.5,143.02807960773075
203.5,143.02807960773075
204.5,143.02807960773075
205.5,143.02807960773075
206.5,143.02807960773075
207.5,143.02807960773075
208.5,143.02807960773075
209.5,143.02807960773075
210.5,143.02807960773075
211.5,143.02807960773075
212.5,143.02807960773075
213.5,143.02807960773075
214.5,143.02807960773075
215.5,143.02807960773075
216.5,142.2848581823415
217.5,142.2848581823415
218.5,142.2848581823415
219.5,142.2848581823415
220.5,142.2848581823415
221.5,142.2848581823415
222.5,142.2848581823415
223.5,142.2848581823415
224.5,142.2848581823415
225.5,142.2848581823415
226.5,142.2848581823415
227.5,142.2848581823415
228.5,142.2848581823415
229.5,142.2848581823415
230.5,142.2848581823415
231.5,142.2848581823415
232.5,142.2848581823415
233.5,142.2848581823415
234.5,142.2848581823415
235.5,142.2848581823415
236.5,142.2848581823415
237.5,142.2848581823415
238.5,142.2848581823415
239.5,142.2848581823415
240.5,123.1317250447604
241.5,123.1317250447604
242.5,123.1317250447604
243.5,123.1317250447604
244.5,123.1317250447604
245.5,123.1317250447604
246.5,123.1317250447604
247.5,123.1317250447604
248.5,123.1317250447604
249.5,123.1317250447604
250.5,123.1317250447604
251.5,123.1317250447604
252.5,123.1317250447604
253.5,123.1317250447604
254.5,123.1317250447604
255.5,123.1317250447604
256.5,123.1317250447604
257.5,123.1317250447604
258.5,123.1317250447604
259.5,123.1317250447604
260.5,123.1317250447604
261.5,123.1317250447604
262.5,123.1317250447604
263.5,123.1317250447604
264.5,110.08351768753359
265.5,110.08351768753359
266.5,110.08351768753359
267.5,110.08351768753359
268.5,110.08351768753359
269.5,110.08351768753359
270.5,110.08351768753359
271.5,110.08351768753359
272.5,110.08351768753359
273.5,110.08351768753359
274.5,110.08351768753359
275.5,110.08351768753359
276.5,110.08351768753359
277.5,110.08351768753359
278.5,110.08351768753359
279.5,110.08351768753359
280.5,110.08351768753359
281.5,110.08351768753359
282.5,110.08351768753359
283.5,110.08351768753359
284.5,110.08351768753359
285.5,110.08351768753359
286.5,110.08351768753359
287.5,110.08351768753359
288.5,139.60453814357382
289.5,139.60453814357382
290.5,139.60453814357382
291.5,139.60453814357382
292.5,139.60453814357382
293.5,139.60453814357382
294.5,139.60453814357382
295.5,139.60453814357382
296.5,139.60453814357382
297.5,139.60453814357382
298.5,139.60453814357382
299.5,139.60453814357382
300.5,139.60453814357382
301.5,139.60453814357382
302.5,139.60453814357382
303.5,139.60453814357382
304.5,139.60453814357382
305.5,139.60453814357382
306.5,139.60453814357382
307.5,139.60453814357382
308.5,139.60453814357382
309.5,139.60453814357382
310.5,139.60453814357382
311.5,139.60453814357382
312.5,157.38548261664596
313.5,157.38548261664596
314.5,157.38548261664596
315.5,157.38548261664596
316.5,157.38548261664596
317.5,157.38548261664596
318.5,157.38548261664596
319.5,157.38548261664596
320.5,157.38548261664596
321.5,157.38548261664596
322.5,157.38548261664596
323.5,157.38548261664596
324.5,157.38548261664596
325.5,157.38548261664596
326.5,157.38548261664596
327.5,157.38548261664596
328.5,157.38548261664596
329.5,157.38548261664596
330.5,157.38548261664596
331.5,157.38548261664596
332.5,157.38548261664596
333.5,157.38548261664596
334.5,157.38548261664596
335.5,157.38548261664596
336.5,107.28701945067435
337.5,107.28701945067435
338.5,107.28701945067435
339.5,107.28701945067435
340.5,107.28701945067435
341.5,107.28701945067435
342.5,107.28701945067435
343.5,107.28701945067435
344.5,107.28701945067435
345.5,107.28701945067435
346.5,107.28701945067435
347.5,107.28701945067435
348.5,107.28701945067435
349.5,107.28701945067435
350.5,107.28701945067435
351.5,107.28701945067435
352.5,107.28701945067435
353.5,107.28701945067435
354.5,107.28701945067435
355.5,107.28701945067435
356.5,107.28701945067435
357.5,107.28701945067435
358.5,107.28701945067435
359.5,107.28701945067435
360.5,128.07798480439172
361.5,128.07798480439172
362.5,128.07798480439172
363.5,128.07798480439172
364.5,128.07798480439172
365.5,128.07798480439172
366.5,128.07798480439172
367.5,128.07798480439172
368.5,128.07798480439172
369.5,128.07798480439172
370.5,128.07798480439172
371.5,128.07798480439172
372.5,128.07798480439172
373.5,128.07798480439172
374.5,128.07798480439172
375.5,128.07798480439172
376.5,128.07798480439172
377.5,128.07798480439172
378.5,128.07798480439172
379.5,128.07798480439172
380.5,128.07798480439172
381.5,128.07798480439172
382.5,128.07798480439172
383.5,128.07798480439172
384.5,158.06280742780336
385.5,158.06280742780336
386.5,158.06280742780336
387.5,158.06280742780336
388.5,158.06280742780336
389.5,158.06280742780336
390.5,158.06280742780336
391.5,158.06280742780336
392.5,158.06280742780336
393.5,158.06280742780336
394.5,158.06280742780336
395.5,158.06280742780336
396.5,158.06280742780336
397.5,158.06280742780336
398.5,158.06280742780336
399.5,158.06280742780336
400.5,158.06280742780336
401.5,158.06280742780336
402.5,158.06280742780336
403.5,158.06280742780336
404.5,158.06280742780336
405.5,158.06280742780336
406.5,158.06280742780336
407.5,158.06280742780336
408.5,156.57533857220466
409.5,156.57533857220466
410.5,156.57533857220466
411.5,156.57533857220466
412.5,156.57533857220466
413.5,156.57533857220466
414.5,156.57533857220466
415.5,156.57533857220466
416.5,156.57533857220466
417.5,156.57533857220466
418.5,156.57533857220466
419.5,156.57533857220466
420.5,156.57533857220466
421.5,156.57533857220466
422.5,156.57533857220466
423.5,156.57533857220466
424.5,156.57533857220466
425.5,156.57533857220466
426.5,156.57533857220466
427.5,156.57533857220466
428.5,156.57533857220466
429.5,156.57533857220466
430.5,156.57533857220466
431.5,156.57533857220466
432.5,136.8293902137861
433.5,136.8293902137861
434.5,136.8293902137861
435.5,136.8293902137861
436.5,136.8293902137861
437.5,136.8293902137861
438.5,136.8293902137861
439.5,136.8293902137861
440.5,136.8293902137861
441.5,136.8293902137861
442.5,136.8293902137861
443.5,136.8293902137861
444.5,136.8293902137861
445.5,136.8293902137861
446.5,136.8293902137861
447.5,136.8293902137861
448.5,136.8293902137861
449.5,136.8293902137861
450.5,136.8293902137861
451.5,136.8293902137861
452.5,136.8293902137861
453.5,136.8293902137861
454.5,136.8293902137861
455.5,136.8293902137861
456.5,120.90326850493318
457.5,120.90326850493318
458.5,120.90326850493318
459.5,120.90326850493318
460.5,120.90326850493318
461.5,120.90326850493318
462.5,120.90326850493318
463.5,120.90326850493318
464.5,120.90326850493318
465.5,120.90326850493318
466.5,120.90326850493318
467.5,120.90326850493318
468.5,120.90326850493318
469.5,120.90326850493318
470.5,120.90326850493318
471.5,120.90326850493318
472.5,120.90326850493318
473.5,120.90326850493318
474.5,120.90326850493318
475.5,120.90326850493318
476.5,120.90326850493318
477.5,120.90326850493318
478.5,120.90326850493318
479.5,120.90326850493318
480.5,134.19819164756458
481.5,134.19819164756458
482.5,134.19819164756458
483.5,134.19819164756458
484.5,134.19819164756458
485.5,134.19819164756458
486.5,134.19819164756458
487.5,134.19819164756458
488.5,134.19819164756458
489.5,134.19819164756458
490.5,134.19819164756458
491.5,134.19819164756458
492.5,134.19819164756458
493.5,134.19819164756458
494.5,134.19819164756458
495.5,134.19819164756458
496.5,134.19819164756458
497.5,134.19819164756458
498.5,134.19819164756458
499.5,134.19819164756458
500.5,134.19819164756458
501.5,134.19819164756458
502.5,134.19819164756458
503.5,134.19819164756458
504.5,140.61788377784762
505.5,140.61788377784762
506.5,140.61788377784762
507.5,140.61788377784762
508.5,140.61788377784762
509.5,140.61788377784762
510.5,140.61788377784762
511.5,140.61788377784762
512.5,140.61788377784762
513.5,140.61788377784762
514.5,140.61788377784762
515.5,140.61788377784762
516.5,140.61788377784762
517.5,140.61788377784762
518.5,140.61788377784762
519.5,140.61788377784762
520.5,140.61788377784762
521.5,140.61788377784762
522.5,140.61788377784762
523.5,140.61788377784762
524.5,140.61788377784762
525.5,140.61788377784762
526.5,140.61788377784762
527.5,140.61788377784762
528.5,115.66833324889812
529.5,115.66833324889812
530.5,115.66833324889812
531.5,115.66833324889812
532.5,115.66833324889812
533.5,115.66833324889812
534.5,115.66833324889812
535.5,115.66833324889812
536.5,115.66833324889812
537.5,115.66833324889812
538.5,115.66833324889812
539.5,115.66833324889812
540.5,115.66833324889812
541.5,115.66833324889812
542.5,115.66833324889812
543.5,115.66833324889812
544.5,115.66833324889812
545.5,115.66833324889812
546.5,115.66833324889812
547.5,115.66833324889812
548.5,115.66833324889812
549.5,115.66833324889812
550.5,115.66833324889812
551.5,115.66833324889812
552.5,136.2620434873864
553.5,136.2620434873864
554.5,136.2620434873864
555.5,136.2620434873864
556.5,136.2620434873864
557.5,136.2620434873864
558.5,136.2620434873864
559.5,136.2620434873864
560.5,136.2620434873864
561.5,136.2620434873864
562.5,136.2620434873864
563.5,136.2620434873864
564.5,136.2620434873864
565.5,136.2620434873864
566.5,136.2620434873864
567.5,136.2620434873864
568.5,136.2620434873864
569.5,136.2620434873864
570.5,136.2620434873864
571.5,136.2620434873864
572.5,136.2620434873864
573.5,136.2620434873864
574.5,136.2620434873864
575.5,136.2620434873864
576.5,157.2380487457619
577.5,157.2380487457619
578.5,157.2380487457619
579.5,157.2380487457619
580.5,157.2380487457619
581.5,157.2380487457619
582.5,157.2380487457619
583.5,157.2380487457619
584.5,157.2380487457619
585.5,157.2380487457619
586.5,157.2380487457619
587.5,157.2380487457619
588.5,157.2380487457619
589.5,157.2380487457619
590.5,157.2380487457619
591.5,157.2380487457619
592.5,157.2380487457619
593.5,157.2380487457619
594.5,157.2380487457619
595.5,157.2380487457619
596.5,157.2380487457619
597.5,157.2380487457619
598.5,157.2380487457619
599.5,157.2380487457619
600.5,144.1268250145762
601.5,144.1268250145762
602.5,144.1268250145762
603.5,144.1268250145762
604.5,144.1268250145762
605.5,144.1268250145762
606.5,144.1268250145762
607.5,144.1268250145762
608.5,144.1268250145762
609.5,144.1268250145762
610.5,144.1268250145762
611.5,144.1268250145762
612.5,144.1268250145762
613.5,144.1268250145762
614.5,144.1268250145762
615.5,144.1268250145762
616.5,144.1268250145762
617.5,144.1268250145762
618.5,144.1268250145762
619.5,144.1268250145762
620.5,144.1268250145762
621.5,144.1268250145762
622.5,144.1268250145762
623.5,144.1268250145762
624.5,138.87894376433383
625.5,138.87894376433383
626.5,138.87894376433383
627.5,138.87894376433383
628.5,138.87894376433383
629.5,138.87894376433383
630.5,138.87894376433383
631.5,138.87894376433383
632.5,138.87894376433383
633.5,138.87894376433383
634.5,138.87894376433383
635.5,138.87894376433383
636.5,138.87894376433383
637.5,138.87894376433383
638.5,138.87894376433383
639.5,138.87894376433383
640.5,138.87894376433383
641.5,138.87894376433383
642.5,138.87894376433383
643.5,138.87894376433383
644.5,138.87894376433383
645.5,138.87894376433383
646.5,138.87894376433383
647.5,138.87894376433383
648.5,117.47241432461274
649.5,117.47241432461274
650.5,117.47241432461274
651.5,117.47241432461274
652.5,117.47241432461274
653.5,117.47241432461274
654.5,117.47241432461274
655.5,117.47241432461274
656.5,117.47241432461274
657.5,117.47241432461274
658.5,117.47241432461274
659.5,117.47241432461274
660.5,117.47241432461274
661.5,117.47241432461274
662.5,117.47241432461274
663.5,117.47241432461274
664.5,117.47241432461274
665.5,117.47241432461274
666.5,117.47241432461274
667.5,117.47241432461274
668.5,117.47241432461274
669.5,117.47241432461274
670.5,117.47241432461274
671.5,117.47241432461274
672.5,145.69232747906483
673.5,145.69232747906483
674.5,145.69232747906483
675.5,145.69232747906483
676.5,145.69232747906483
677.5,145.69232747906483
678.5,145.69232747906483
679.5,145.69232747906483
680.5,145.69232747906483
681.5,145.69232747906483
682.5,145.69232747906483
683.5,145.69232747906483
684.5,145.69232747906483
685.5,145.69232747906483
686.5,145.69232747906483
687.5,145.69232747906483
688.5,145.69232747906483
689.5,145.69232747906483
690.5,145.69232747906483
691.5,145.69232747906483
692.5,145.69232747906483
693.5,145.69232747906483
694.5,145.69232747906483
695.5,145.69232747906483
696.5,152.16108088783662
697.5,152.16108088783662
698.5,152.16108088783662
699.5,152.16108088783662
700.5,152.16108088783662
701.5,152.16108088783662
702.5,152.16108088783662
703.5,152.16108088783662
704.5,152.16108088783662
705.5,152.16108088783662
706.5,152.16108088783662
707.5,152.16108088783662
708.5,152.16108088783662
709.5,152.16108088783662
710.5,152.16108088783662
711.5,152.16108088783662
712.5,152.16108088783662
713.5,152.16108088783662
714.5,152.16108088783662
715.5,152.16108088783662
716.5,152.16108088783662
717.5,152.16108088783662
718.5,152.16108088783662
719.5,152.16108088783662
720.5,124.22430916763382
721.5,124.22430916763382
722.5,124.22430916763382
723.5,124.22430916763382
724.5,124.22430916763382
725.5,124.22430916763382
726.5,124.22430916763382
727.5,124.22430916763382
728.5,124.22430916763382
729.5,124.22430916763382
730.5,124.22430916763382
731.5,124.22430916763382
732.5,124.22430916763382
733.5,124.22430916763382
734.5,124.22430916763382
735.5,124.22430916763382
736.5,124.22430916763382
737.5,124.22430916763382
738.5,124.22430916763382
739.5,124.22430916763382
740.5,124.22430916763382
741.5,124.22430916763382
742.5,124.22430916763382
743.5,124.22430916763382
744.5,146.895580721418
745.5,146.895580721418
746.5,146.895580721418
747.5,146.895580721418
748.5,146.895580721418
749.5,146.895580721418
750.5,146.895580721418
751.5,146.895580721418
752.5,146.895580721418
753.5,146.895580721418
754.5,146.895580721418
755.5,146.895580721418
756.5,146.895580721418
757.5,146.895580721418
758.5,146.895580721418
759.5,146.895580721418
760.5,146.895580721418
761.5,146.895580721418
762.5,146.895580721418
763.5,146.895580721418
764.5,146.895580721418
765.5,146.895580721418
766.5,146.895580721418
767.5,146.895580721418
768.5,147.24837170409094
769.5,147.24837170409094
770.5,147.24837170409094
771.5,147.24837170409094
772.5,147.24837170409094
773.5,147.24837170409094
774.5,147.24837170409094
775.5,147.24837170409094
776.5,147.24837170409094
777.5,147.24837170409094
778.5,147.24837170409094
779.5,147.24837170409094
780.5,147.24837170409094
781.5,147.24837170409094
782.5,147.24837170409094
783.5,147.24837170409094
784.5,147.24837170409094
785.5,147.24837170409094
786.5,147.24837170409094
787.5,147.24837170409094
788.5,147.24837170409094
789.5,147.24837170409094
790.5,147.24837170409094
791.5,147.24837170409094
792.5,135.7386564406254
793.5,135.7386564406254
794.5,135.7386564406254
795.5,135.7386564406254
796.5,135.7386564406254
797.5,135.7386564406254
798.5,135.7386564406254
799.5,135.7386564406254
800.5,135.7386564406254
801.5,135.7386564406254
802.5,135.7386564406254
803.5,135.7386564406254
804.5,135.7386564406254
805.5,135.7386564406254
806.5,135.7386564406254
807.5,135.7386564406254
808.5,135.7386564406254
809.5,135.7386564406254
810.5,135.7386564406254
811.5,135.7386564406254
812.5,135.7386564406254
813.5,135.7386564406254
814.5,135.7386564406254
815.5,135.7386564406254
816.5,118.22947661624494
817.5,118.22947661624494
818.5,118.22947661624494
819.5,118.22947661624494
820.5,118.22947661624494
821.5,118.22947661624494
822.5,118.22947661624494
823.5,118.22947661624494
824.5,118.22947661624494
825.5,118.22947661624494
826.5,118.22947661624494
827.5,118.22947661624494
828.5,118.22947661624494
829.5,118.22947661624494
830.5,118.22947661624494
831.5,118.22947661624494
832.5,118.22947661624494
833.5,118.22947661624494
834.5,118.22947661624494
835.5,118.22947661624494
836.5,118.22947661624494
837.5,118.22947661624494
838.5,118.22947661624494
839.5,118.22947661624494
840.5,105.73309123983844
841.5,105.73309123983844
842.5,105.73309123983844
843.5,105.73309123983844
844.5,105.73309123983844
845.5,105.73309123983844
846.5,105.73309123983844
847.5,105.73309123983844
848.5,105.73309123983844
849.5,105.73309123983844
850.5,105.73309123983844
851.5,105.73309123983844
852.5,105.73309123983844
853.5,105.73309123983844
854.5,105.73309123983844
855.5,105.73309123983844
856.5,105.73309123983844
857.5,105.73309123983844
858.5,105.73309123983844
859.5,105.73309123983844
860.5,105.73309123983844
861.5,105.73309123983844
862.5,105.73309123983844
863.5,105.73309123983844
864.5,135.78027967932758
865.5,135.78027967932758
866.5,135.78027967932758
867.5,135.78027967932758
868.5,135.78027967932758
869.5,135.78027967932758
870.5,135.78027967932758
871.5,135.78027967932758
872.5,135.78027967932758
873.5,135.78027967932758
874.5,135.78027967932758
875.5,135.78027967932758
876.5,135.78027967932758
877.5,135.78027967932758
878.5,135.78027967932758
879.5,135.78027967932758
880.5,135.78027967932758
881.5,135.78027967932758
882.5,135.78027967932758
883.5,135.78027967932758
884.5,135.78027967932758
885.5,135.78027967932758
886.5,135.78027967932758
887.5,135.78027967932758
888.5,164.30908345993703
889.5,164.30908345993703
890.5,164.30908345993703
891.5,164.30908345993703
892.5,164.30908345993703
893.5,164.30908345993703
894.5,164.30908345993703
895.5,164.30908345993703
896.5,164.30908345993703
897.5,164.30908345993703
898.5,164.30908345993703
899.5,164.30908345993703
900.5,164.30908345993703
901.5,164.30908345993703
902.5,164.30908345993703
903.5,164.30908345993703
904.5,164.30908345993703
905.5,164.30908345993703
906.5,164.30908345993703
907.5,164.30908345993703
908.5,164.30908345993703
909.5,164.30908345993703
910.5,164.30908345993703
911.5,164.30908345993703
912.5,106.09161741949025
913.5,106.09161741949025
914.5,106.09161741949025
915.5,106.09161741949025
916.5,106.09161741949025
917.5,106.09161741949025
918.5,106.09161741949025
919.5,106.09161741949025
920.5,106.09161741949025
921.5,106.09161741949025
922.5,106.09161741949025
923.5,106.09161741949025
924.5,106.09161741949025
925.5,106.09161741949025
926.5,106.09161741949025
927.5,106.09161741949025
928.5,106.09161741949025
929.5,106.09161741949025
930.5,106.09161741949025
931.5,106.09161741949025
932.5,106.09161741949025
933.5,106.09161741949025
934.5,106.09161741949025
935.5,106.09161741949025
936.5,153.45805190543314
937.5,153.45805190543314
938.5,153.45805190543314
939.5,153.45805190543314
940.5,153.45805190543314
941.5,153.45805190543314
942.5,153.45805190543314
943.5,153.45805190543314
944.5,153.45805190543314
945.5,153.45805190543314
946.5,153.45805190543314
947.5,153.45805190543314
948.5,153.45805190543314
949.5,153.45805190543314
950.5,153.45805190543314
951.5,153.45805190543314
952.5,153.45805190543314
953.5,153.45805190543314
954.5,153.45805190543314
955.5,153.45805190543314
956.5,153.45805190543314
957.5,153.45805190543314
958.5,153.45805190543314
959.5,153.45805190543314
960.5,147.61916384592973
961.5,147.61916384592973
962.5,147.61916384592973
963.5,147.61916384592973
964.5,147.61916384592973
965.5,147.61916384592973
966.5,147.61916384592973
967.5,147.61916384592973
968.5,147.61916384592973
969.5,147.61916384592973
970.5,147.61916384592973
971.5,147.61916384592973
972.5,147.61916384592973
973.5,147.61916384592973
974.5,147.61916384592973
975.5,147.61916384592973
976.5,147.61916384592973
977.5,147.61916384592973
978.5,147.61916384592973
979.5,147.61916384592973
980.5,147.61916384592973
981.5,147.61916384592973
982.5,147.61916384592973
983.5,147.61916384592973
984.5,135.86293968187366
985.5,135.86293968187366
986.5,135.86293968187366
987.5,135.86293968187366
988.5,135.86293968187366
989.5,135.86293968187366
990.5,135.86293968187366
991.5,135.86293968187366
992.5,135.86293968187366
993.5,135.86293968187366
994.5,135.86293968187366
995.5,135.86293968187366
996.5,135.86293968187366
997.5,135.86293968187366
998.5,135.86293968187366
999.5,135.86293968187366
1000.5,135.86293968187366
1001.5,135.86293968187366
1002.5,135.86293968187366
1003.5,135.86293968187366
1004.5,135.86293968187366
1005.5,135.86293968187366
1006.5,135.86293968187366
1007.5,135.86293968187366
1008.5,134.7825169776488
1009.5,134.7825169776488
1010.5,134.7825169776488
1011.5,134.7825169776488
1012.5,134.7825169776488
1013.5,134.7825169776488
1014.5,134.7825169776488
1015.5,134.7825169776488
1016.5,134.7825169776488
1017.5,134.7825169776488
1018.5,134.7825169776488
1019.5,134.7825169776488
1020.5,134.7825169776488
1021.5,134.7825169776488
1022.5,134.7825169776488
1023.5,134.7825169776488
1024.5,134.7825169776488
1025.5,134.7825169776488
1026.5,134.7825169776488
1027.5,134.7825169776488
1028.5,134.7825169776488
1029.5,134.7825169776488
1030.5,134.7825169776488
1031.5,134.7825169776488
1032.5,122.45101419263796
1033.5,122.45101419263796
1034.5,122.45101419263796
1035.5,122.45101419263796
1036.5,122.45101419263796
1037.5,122.45101419263796
1038.5,122.45101419263796
1039.5,122.45101419263796
1040.5,122.45101419263796
1041.5,122.45101419263796
1042.5,122.45101419263796
1043.5,122.45101419263796
1044.5,122.45101419263796
1045.5,122.45101419263796
1046.5,122.45101419263796
1047.5,122.45101419263796
1048.5,122.45101419263796
1049.5,122.45101419263796
1050.5,122.45101419263796
1051.5,122.45101419263796
1052.5,122.45101419263796
1053.5,122.45101419263796
1054.5,122.45101419263796
1055.5,122.45101419263796
1056.5,154.91013366172393
1057.5,154.91013366172393
1058.5,154.91013366172393
1059.5,154.91013366172393
1060.5,154.91013366172393
1061.5,154.91013366172393
1062.5,154.91013366172393
1063.5,154.91013366172393
1064.5,154.91013366172393
1065.5,154.91013366172393
1066.5,154.91013366172393
1067.5,154.91013366172393
1068.5,154.91013366172393
1069.5,154.91013366172393
1070.5,154.91013366172393
1071.5,154.91013366172393
1072.5,154.91013366172393
1073.5,154.91013366172393
1074.5,154.91013366172393
1075.5,154.91013366172393
1076.5,154.91013366172393
1077.5,154.91013366172393
1078.5,154.91013366172393
1079.5,154.91013366172393
1080.5,146.16424437211197
1081.5,146.16424437211197
1082.5,146.16424437211197
1083.5,146.16424437211197
1084.5,146.16424437211197
1085.5,146.16424437211197
1086.5,146.16424437211197
1087.5,146.16424437211197
1088.5,146.16424437211197
1089.5,146.16424437211197
1090.5,146.16424437211197
1091.5,146.16424437211197
1092.5,146.16424437211197
1093.5,146.16424437211197
1094.5,146.16424437211197
1095.5,146.16424437211197
1096.5,146.16424437211197
1097.5,146.16424437211197
1098.5,146.16424437211197
1099.5,146.16424437211197
1100.5,146.16424437211197
1101.5,146.16424437211197
1102.5,146.16424437211197
1103.5,146.16424437211197
1104.5,107.18897206480773
1105.5,107.18897206480773
1106.5,107.18897206480773
1107.5,107.18897206480773
1108.5,107.18897206480773
1109.5,107.18897206480773
1110.5,107.18897206480773
1111.5,107.18897206480773
1112.5,107.18897206480773
1113.5,107.18897206480773
1114.5,107.18897206480773
1115.5,107.18897206480773
1116.5,107.18897206480773
1117.5,107.18897206480773
1118.5,107.18897206480773
1119.5,107.18897206480773
1120.5,107.18897206480773
1121.5,107.18897206480773
1122.5,107.18897206480773
1123.5,107.18897206480773
1124.5,107.18897206480773
1125.5,107.18897206480773
1126.5,107.18897206480773
1127.5,107.18897206480773
1128.5,141.6036577216787
1129.5,141.6036577216787
1130.5,141.6036577216787
1131.5,141.6036577216787
1132.5,141.6036577216787
1133.5,141.6036577216787
1134.5,141.6036577216787
1135.5,141.6036577216787
1136.5,141.6036577216787
1137.5,141.6036577216787
1138.5,141.6036577216787
1139.5,141.6036577216787
1140.5,141.6036577216787
1141.5,141.6036577216787
1142.5,141.6036577216787
1143.5,141.6036577216787
1144.5,141.6036577216787
1145.5,141.6036577216787
1146.5,141.6036577216787
1147.5,141.6036577216787
1148.5,141.6036577216787
1149.5,141.6036577216787
1150.5,141.6036577216787
1151.5,141.6036577216787
